X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,email,date_updated,dis_status,POINT_X,POINT_Y
-118.248078455858,33.9677438673984,62539,211,,Emergency Response,Cooling Center,,,Los Angeles County Community And Senior Services - Florence - Firestone Service Center,7807 Compton Ave,,Los Angeles,CA,"Monday through Friday, 8:00am to 5:00pm. ","Service/Intake (323) 846-1895, GAF/EAF Program Service/Intake (323) 586-6502,  FAX (323) 582-4071,  Service/Intake (323) 586-6502",http://css.lacounty.gov/service-locations/florencefirestone-service-center/,,,70273,"Florence/Firestone Community Center is a multi-purpose facility designed to provide comprehensive human services to residents of the Los Angeles County in partnership with communities, businesses, and public and private agencies. The following programs and services offered at the center include but not limited to: case management, information and referral, completion of forms, interpretation, advocacy, consumer education, job referrals, elderly care services, emergency food assistance, mediation and conflict resolution, transportation assistance, utility assistance and assistance with housing applications online.",90001,http://egis3.lacounty.gov/lms/?p=70273,publish,33.9677439,-118.2480784,,2016/04/26 16:23:42+00,,6486448.55191672,1810734.51069739
-118.087654856656,33.9901641669529,62580,211,,Emergency Response,Cooling Center,,,City Of Pico Rivera Parks And Recreation Department - Pico Rivera Senior Center,9200 Mines Ave,,Pico Rivera,CA,"Monday through Thursday, 8:00 am to 5:00 pm; Friday, 8:00 am to 3:00 pm;  If local temperatures reach 100 degrees, the Pico Rivera Senior Center will remain open until 8:00 pm Monday through Thursday.","Senior Center Service/Intake and Administration (562) 948-4844,  FAX (562) 801-4306",http://www.ci.pico-rivera.ca.us,,,70290,The center provides services for older adults who live in Pico Rivera and surrounding communities.,90660,http://egis3.lacounty.gov/lms/?p=70290,publish,33.9901642,-118.0876548,,2016/05/19 11:35:11+00,,6535098.92869714,1818812.49257289
-118.33054535613,34.1634107665989,62850,211,,Emergency Response,Cooling Center,,,City Of Burbank Public Library - Buena Vista Branch Library,300 N Buena Vista St,,Burbank,CA,"Monday - Thursday 10:00 am - 9:00 pm, Friday 10:00 am - 6:00 pm, Saturday 10:00 am - 5:00 pm, Sunday 1:00 pm - 5:00 pm
There is no telephone service on Sunday. ","Adult Reference Services Service/Intake (818) 238-5625, Children's Services Service/Intake (818) 238-5630,  FAX (818) 238-5623,  Service/Intake (818) 238-5620",www.burbank.lib.ca.us,,,70432,This is a public library for the city of Burbank.,91505,http://egis3.lacounty.gov/lms/?p=70432,publish,34.1634108,-118.3305453,,2016/04/27 13:29:49+00,,6461677.35834897,1882013.07647331
-118.07845551652,33.8879558169943,62974,211,,Emergency Response,Cooling Center,,,LA County Library - Alondra Library,11949 Alondra Blvd,,Norwalk,CA,"<br />
Monday: Closed<br />
Tuesday: 12 - 8 pm <br />
Wednesday: 12 - 8 pm <br />
Thursday: 10 am - 6 pm <br />
Friday: 10 am - 6 pm<br />
Saturday: 9 am - 5 pm<br />
Sunday: Closed <br />",562.868.7771,https://lacountylibrary.org/alondra-library/,,,70485,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.",90650,http://egis3.lacounty.gov/lms/?p=70485,publish,33.88795585,-118.07845546,,2019/01/10 11:17:41+00,,6537858.55703613,1781614.31434473
-118.133335756351,33.8487163675605,62977,211,,Emergency Response,Cooling Center,,,LA County Library - Angelo M. Iacoboni Library,4990 Clark Ave,,Lakewood,CA,"<br />
Monday: 10 am - 8 pm <br />
Tuesday: 10 am - 8 pm <br />
Wednesday: 10 am - 8 pm <br />
Thursday: 10 am - 8 pm <br />
Friday: 10 am - 6 pm <br />
Saturday: 9 am - 5 pm<br />
Sunday: 1 pm - 5 pm <br />",562.866.1777,https://lacountylibrary.org/angelo-m-iacoboni-library/,,,70486,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.",90712,http://egis3.lacounty.gov/lms/?p=70486,publish,33.8487164,-118.1333357,,2019/01/10 11:15:10+00,,6521183.09038714,1767351.67554723
-118.079085316005,33.8605959976599,62986,211,,Emergency Response,Cooling Center,,,LA County Library - Artesia Library,18722 Clarkdale Ave,,Artesia,CA,"<br />
Monday: Closed<br />
Tuesday: 12 - 8 pm<br />
Wednesday: 12 - 8 pm<br />
Thursday: 10 am - 6 pm<br />
Friday: 9 am - 5 pm<br />
Saturday: 9 am - 5 pm<br />
Sunday: Closed <br />",562.865.6614,https://lacountylibrary.org/artesia-library/,,,70489,"<div>Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.</div>",90701,http://egis3.lacounty.gov/lms/?p=70489,publish,33.86059603,-118.07908526,,2019/01/09 16:14:11+00,,6537659.57515064,1771657.56391706
-118.327314155473,33.3430740784329,62990,211,,Emergency Response,Cooling Center,,,LA County Library - Avalon Library,215 Sumner Ave,,Avalon,CA,"<br />
Monday: Closed<br />
Tuesday: 10 am - 6 pm<br />
Wednesday: 10 am - 6 pm<br />
Thursday: 10 am - 6 pm <br />
Friday: 10 am - 6 pm<br />
Saturday: 10 am - 6 pm<br />
Sunday: Closed <br />",310.510.1050,https://lacountylibrary.org/avalon-library/,,,70490,"<div>Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.</div>",90704,http://egis3.lacounty.gov/lms/?p=70490,publish,33.34307411,-118.3273141,,2019/01/09 16:11:42+00,,6461682.67723598,1583464.12993723
-118.276353555918,33.8320391368174,63001,211,,Emergency Response,Cooling Center,,,LA County Library - Carson Library,151 E Carson St,,Carson,CA,"<br />
Monday: 10 am - 8 pm<br />
Tuesday: 10 am - 8 pm<br />
Wednesday: 10 am - 8 pm<br />
Thursday: 10 am - 8 pm <br />
Friday: 10 am - 6 pm <br />
Saturday: 9 am - 5 pm <br />
Sunday: 1 pm - 5 pm<br />",310.830.0901,https://lacountylibrary.org/carson-library/,,,70494,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.",90745,http://egis3.lacounty.gov/lms/?p=70494,publish,33.83203917,-118.2763535,,2019/01/09 15:53:15+00,,6477739.28390221,1761370.92536965
-117.716001257956,34.095921047354,63015,211,,Emergency Response,Cooling Center,,,LA County Library - Claremont Library,208 N Harvard Ave,,Claremont,CA,"<br />
Monday: 10 am - 7 pm<br />
Tuesday: 10 am - 7 pm<br />
Wednesday: 10 am - 7 pm<br />
Thursday: 10 am - 7 pm <br />
Friday: 9 am - 5 pm<br />
Saturday: 9 am - 5 pm<br />
Sunday: 1 pm - 5 pm <br />",909.621.4902,https://lacountylibrary.org/claremont-library/,,,70499,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.",91711,http://egis3.lacounty.gov/lms/?p=70499,publish,34.09592108,-117.7160012,,2019/01/10 11:39:01+00,,6647651.98902364,1857409.38683565
-118.121903356907,33.8821538169473,63019,211,,Emergency Response,Cooling Center,,,LA County Library - Clifton M. Brakensiek Library,9945 E Flower St,,Bellflower,CA,"<br />
Monday: 10 am - 8 pm<br />
Tuesday: 10 am - 8 pm<br />
Wednesday: 10 am - 8 pm<br />
Thursday: 10 am - 6 pm <br />
Friday: 9 am - 5 pm<br />
Saturday: 9 am - 5 pm<br />
Sunday: Closed <br />",562.925.5543,https://lacountylibrary.org/clifton-m-brakensiek-library/,,,70500,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.",90706,http://egis3.lacounty.gov/lms/?p=70500,publish,33.88215385,-118.1219033,,2019/01/10 11:41:55+00,,6524669.28157747,1779515.97110048
-117.830834557259,33.9995767869793,63030,211,,Emergency Response,Cooling Center,,,LA County Library - Diamond Bar Library,21800 Copley Dr,,Diamond Bar,CA,"<br />
Monday: 10 am - 8 pm<br />
Tuesday: 10 am - 8 pm<br />
Wednesday: 10 am - 8 pm<br />
Thursday: 10 am - 8 pm <br />
Friday: 9 am - 5 pm<br />
Saturday: 9 am - 5 pm<br />
Sunday: Closed <br />",909.861.4978,https://lacountylibrary.org/diamond-bar-library/,,,70504,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.",91765,http://egis3.lacounty.gov/lms/?p=70504,publish,33.99957682,-117.8308345,,2019/01/10 11:52:16+00,,6612944.84616771,1822269.50403155
-117.978076556539,34.1381312769933,63036,211,,Emergency Response,Cooling Center,,,LA County Library - Duarte Library,1301 Buena Vista St,,Duarte,CA,"<br />
Monday: 11 am -8 pm <br />
Tuesday: 11 am - 8 pm <br />
Wednesday: 11 am - 8 pm <br />
Thursday: 11 am - 8 pm <br />
Friday: 10: am - 6 pm<br />
Saturday: 9 am - 5 pm<br />
Sunday: Closed <br />",626.358.1865,https://lacountylibrary.org/duarte-library/,,,70506,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.",91010,http://egis3.lacounty.gov/lms/?p=70506,publish,34.13813131,-117.9780765,,2019/01/10 11:56:23+00,,6568304.4042808,1872649.72610556
-118.159911056936,34.0340192172654,63040,211,,Emergency Response,Cooling Center,,,LA County Library - East Los Angeles Library,4837 E 3rd St,,Los Angeles,CA,"<br />
Monday: 10 am - 9 pm<br />
Tuesday: 10 am - 9 pm<br />
Wednesday: 10 am - 9 pm<br />
Thursday: 10 am - 9 pm <br />
Friday: 10 am - 6 pm <br />
Saturday: 9 am - 5 pm <br />
Sunday: 1 pm - 5 pm<br />",323.264.0155,https://lacountylibrary.org/east-los-angeles-library/,,,70507,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.",90022,http://egis3.lacounty.gov/lms/?p=70507,publish,34.03401925,-118.159911,,2019/01/10 12:15:18+00,,6513220.81431697,1834799.18533698
-118.035580356818,34.067072926958,63050,211,,Emergency Response,Cooling Center,,,LA County Library - El Monte Library,3224 Tyler Ave,,El Monte,CA,"<br />
Monday: 10 am - 8 pm<br />
Tuesday: 10 am - 8 pm<br />
Wednesday: 10 am - 8 pm<br />
Thursday: 10 am - 8 pm <br />
Friday: 9 am - 5 pm<br />
Saturday: 9 am - 5 pm<br />
Sunday: 1 pm - 5 pm <br />",626.444.9506,https://lacountylibrary.org/el-monte-library/,,,70510,"<div>Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.</div>",91731,http://egis3.lacounty.gov/lms/?p=70510,publish,34.06707296,-118.0355803,,2019/01/10 15:10:40+00,,6550894.53391689,1846791.4444889
-118.103278096093,33.8464260075231,63061,211,,Emergency Response,Cooling Center,,,"LA County Library - George Nye, Jr. Library",6600 Del  Amo Blvd,,Lakewood,CA,"<br />
Monday: Closed<br />
Tuesday: 10 am - 8 pm<br />
Wednesday: 10 am - 8 pm<br />
Thursday: 10 am - 8 pm <br />
Friday: 8 am - 6 pm<br />
Saturday: 8 am - 6 pm<br />
Sunday Closed <br />",562.421.8497,https://lacountylibrary.org/george-nye-jr-library/,,,70513,"<div>Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.</div>",90713,http://egis3.lacounty.gov/lms/?p=70513,publish,33.84642604,-118.10327804,,2019/01/10 15:20:22+00,,6530309.2066493,1766507.41411239
-118.077993726062,33.8312591177536,63070,211,,Emergency Response,Cooling Center,,,LA County Library - Hawaiian Gardens Library,11940 Carson St,,Hawaiian Gardens,CA,"<br />
Monday: Closed<br />
Tuesday: 12 - 8 pm<br />
Wednesday: 12 - 8 pm<br />
Thursday: 10 am - 6 pm <br />
Friday: 9 am - 5 pm<br />
Saturday: 9 am - 5 pm<br />
Sunday: Closed <br />",562.496.1212,https://lacountylibrary.org/hawaiian-gardens-library/,,,70516,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://LACountyLibrary.org"">LACountyLibrary.org</a>.",90716,http://egis3.lacounty.gov/lms/?p=70516,publish,33.83125915,-118.07799367,,2019/01/10 11:10:15+00,,6537982.70475373,1760980.87234397
-118.443128005822,33.9828870469177,63112,211,,Emergency Response,Cooling Center,,,LA County Library - Lloyd Taber-Marina Del Rey Library,4533 Admiralty Way,,Marina Del Rey,CA,"<br />
Monday: 11 am - 7 pm<br />
Tuesday: 10 am - 8 pm<br />
Wednesday: 10 am - 8 pm<br />
Thursday: 10 am - 8 pm <br />
Friday: 10 am - 6 pm<br />
Saturday: 9 am -5 pm<br />
Sunday: Closed <br />",310.821.3415,https://lacountylibrary.org/lloyd-taber-marina-del-rey-library/,,,70534,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://LACountyLibrary.org"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable""> LACountyLibrary.org</a>.",90292,http://egis3.lacounty.gov/lms/?p=70534,publish,33.98288708,-118.44312795,,2019/01/10 14:57:32+00,,6427330.65604514,1816448.72400647
-118.410444855929,33.8868158772488,63129,211,,Emergency Response,Cooling Center,,County of Los Angeles Public Library,LA County Library - Manhattan Beach Library,1320 Highland Ave,,Manhattan Beach,CA,"<br />
Monday 10 am - 9 pm<br />
Tuesday 10 am - 9 pm<br />
Wednesday 10 am - 9pm<br />
Thursday 10 am - 6 pm<br />
Friday 12 pm - 6 pm<br />
Saturday 10 am- 5 pm<br />
Sunday 1 -5 pm<br />",310.545.8595,https://lacountylibrary.org/manhattan-beach-library/,,,70539,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://LACountyLibrary.org"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable""> LACountyLibrary.org</a>.",90266,http://egis3.lacounty.gov/lms/?p=70539,publish,33.88681591,-118.4104448,,2019/01/10 13:32:43+00,,6437096.1352018,1781444.50497305
-118.069357916932,33.9166734576657,63143,211,,Emergency Response,Cooling Center,,,LA County Library - Norwalk Library,12350 Imperial Hwy,,Norwalk,CA,"<br />
Monday: 10 am - 8 pm<br />
Tuesday: 10 am - 8 pm<br />
Wednesday: 10 am - 8 pm<br />
Thursday: 10 am - 8 pm <br />
Friday: 10 am - 6 pm<br />
Saturday: 9 am - 5 pm<br />
Sunday: Closed <br />",562.868.0775,https://lacountylibrary.org/norwalk-library/,,,70544,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://LACountyLibrary.org"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable""> LACountyLibrary.org</a>.",90650,http://egis3.lacounty.gov/lms/?p=70544,publish,33.91667349,-118.06935786,,2019/01/10 13:20:34+00,,6540626.9517618,1792063.30066456
-118.161018356845,33.8858052471934,63150,211,,Emergency Response,Cooling Center,,,LA County Library - Paramount Library,16254 Colorado Ave,,Paramount,CA,"<br />
Monday: Closed<br />
Tuesday: 10 am - 8 pm<br />
Wednesday: 10 am - 8 pm<br />
Thursday: 10 am - 6 pm <br />
Friday: 10 am - 6 pm<br />
Saturday: 9 pm - 5 pm<br />
Sunday: Closed <br />",562.630.3171,https://lacountylibrary.org/paramount-library/,,,70546,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://LACountyLibrary.org"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable""> LACountyLibrary.org</a>.",90723,http://egis3.lacounty.gov/lms/?p=70546,publish,33.88580528,-118.1610183,,2019/01/10 12:22:59+00,,6512798.92605314,1780861.52024664
-118.024534516792,33.9242998976958,63183,211,,Emergency Response,Cooling Center,,,LA County Library - South Whittier Library,14433 Leffingwell Rd,,Whittier,CA,"<br />
Monday: 10 am to 8 pm<br />
Tuesday: 10 am to 8 pm<br />
Wednesday: 10 am to 8 pm<br />
Thursday: 10 am to 6 pm <br />
Friday: 9 am to 5 pm<br />
Saturday: 9 am to 5 pm<br />
Sunday: Closed <br />",562.946.4415,https://lacountylibrary.org/south-whittier-library/,,,70558,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://LACountyLibrary.org"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable""> LACountyLibrary.org</a>.",90604,http://egis3.lacounty.gov/lms/?p=70558,publish,33.92429993,-118.02453446,,2019/01/10 11:21:39+00,,6554227.1804668,1794832.38436523
-118.799099505295,34.1444754362802,63203,211,,Emergency Response,Cooling Center,,,LA County Library - Westlake Village Library,31220 Oak Crest Dr,,Westlake Village,CA,"<br />
Monday: Closed<br />
Tuesday: 10 am - 8 pm<br />
Wednesday: 10 am - 8 pm<br />
Thursday: 10 am - 6 pm <br />
Friday: 10 am - 6 pm<br />
Saturday: 9 am - 5 pm<br />
Sunday: 1 pm to 5 pm <br />",818.865.9230,https://lacountylibrary.org/westlake-village-library/,,,70566,"<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<p>Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://LACountyLibrary.org"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable""> LACountyLibrary.org</a>.</p>",91361,http://egis3.lacounty.gov/lms/?p=70566,publish,34.14447547,-118.79909945,,2019/01/09 15:59:34+00,,6319882.78334288,1875918.84489539
-118.230530166741,34.1990053168912,63421,211,,Emergency Response,Cooling Center,,,City Of Glendale Community Services And Parks - Senior Programs - Sparr Heights Community Center,1613 Glencoe Way,,Glendale,CA," Monday through Tuesday, 8:00 am to 5:00 pm; Wednesday through Thursday, 8:00 am to 6:00 pm; Friday, 8:00 am to 3:00 pm"," Service/Intake (818) 548-2187, Senior Classes Service/Intake (818) 548-3775",http://www.glendaleca.gov/government/departments/community-services-parks/parks-facilities-historic-sites/sparr-heights-community-center,,,70656,"The center provides advocacy, health services, legal services, nutrition programs, recreational programs and services for older adults, age 60 and older, who live primarily in Glendale.",91208,http://egis3.lacounty.gov/lms/?p=70656,publish,34.19900535,-118.23053011,,2016/04/28 11:19:01+00,,6491962.50840847,1894882.10388482
-118.124851056463,34.0984818066102,63654,211,,Emergency Response,Cooling Center,,,City Of Alhambra Community Services Department - Joslyn Adult Center,210 N Chapel Ave,,Alhambra,CA,"Monday through Friday, 8:00am to 5:00pm. ","Senior Program/Clubs/Activities Service/Intake (626) 570-5056, Case Management Program Service/Intake (626) 570-3220, Para-Transit Reservations for Registered Patrons Service/Intake (626) 289-7433,  Service/Intake (626) 214-9465, Senior Nutrition - Lunch ",http://www.cityofalhambra.org,,,70783,"<span style=""color: #ffffff; font-family: Tahoma; font-size: small;""><em> </em></span><span style=""font-size: small;"">The Senior Division offers programs and activities for adults age 60+, including
recreation, social services, nutrition and transportation. A designated Focal Point
by the L.A. County Area Agency on Aging for the Southwest San Gabriel Valley
Community Services Area, the Center also serves as a central  access point for
</span><span style=""font-size: small;"">   information and services to assist senior citizens and their family members</span><strong><span style=""font-size: small;"">.</span></strong>",91801,http://egis3.lacounty.gov/lms/?p=70783,publish,34.09848184,-118.124851,,2016/04/26 14:02:58+00,,6523872.35403746,1858243.29724132
-118.459024235823,34.4164809758084,64883,211,,Emergency Response,Cooling Center,,,City Of Santa Clarita - Canyon Country Jo Anne Darcy Library,18601 Soledad Canyon Rd,,Santa Clarita,CA,"Monday through Thursday, 9:00am to 8:00pm; Friday, 10:00am to 6:00pm; Saturday, 10:00am to 5:00pm; Sunday, 1:00pm to 5:00pm. ",Service/Intake (661) 251-2720,www.santaclaritalibrary.com,,,71448,,91351,http://egis3.lacounty.gov/lms/?p=71448,publish,34.41648101,-118.45902418,,2016/05/02 09:31:44+00,,6423232.12520023,1974261.74466589
-118.530137415853,34.381698345714,64887,211,,Emergency Response,Cooling Center,,,City Of Santa Clarita - Old Town Newhall Library,22704 9Th St,,Newhall,CA,"Monday through Thursday, 9:00am to 8:00pm; Friday, 10:00am to 6:00pm; Saturday, 10:00am to 5:00pm; Sunday, 1:00pm to 5:00pm. ",Service/Intake (661) 259-0750,www.santaclaritalibrary.com,,,71449,,91321,http://egis3.lacounty.gov/lms/?p=71449,publish,34.38169838,-118.53013736,,2016/05/02 09:36:40+00,,6401718.35786039,1961709.3521198
-118.550938175869,34.415542226057,64891,211,,Emergency Response,Cooling Center,,,City Of Santa Clarita - Valencia Library,23743 Valencia Blvd,,Santa Clarita,CA,"Monday through Thursday, 10:00am to 9:00pm; Friday, 10:00am to 6:00pm; Saturday, 10:00am to 5:00pm; Sunday, 1:00pm to 5:00pm. ",Service/Intake (661) 259-8942,www.santaclaritalibrary.com,,,71450,,91355,http://egis3.lacounty.gov/lms/?p=71450,publish,34.41554226,-118.55093812,,2016/05/02 09:33:34+00,,6395509.96279688,1974059.38188164
